snapshot_ts,game_date,away_team,home_team,away_starter,home_starter,lineup_used,model_p_home,entry_p_home,status,close_p_home,home_win,bet_side,bet_edge,pnl_1c,clv,start_utc
2026-09-07T22:38:12+00:00,2026-09-09,Minnesota Twins,Detroit Tigers,Zebby Matthews,Keider Montero,False,0.6034,0.49,open,,,,,,,2026-09-09T17:10:00
2026-09-07T22:38:12+00:00,2026-09-09,Cleveland Guardians,Baltimore Orioles,Foster Griffin,Shane Baz,False,0.5465,0.48,open,,,,,,,2026-09-09T22:35:00
2026-09-07T22:38:12+00:00,2026-09-09,Houston Astros,Philadelphia Phillies,Hunter Brown,Cristopher Sánchez,False,0.5828,0.59,open,,,,,,,2026-09-09T22:40:00
2026-09-07T22:38:12+00:00,2026-09-09,New York Mets,Miami Marlins,Robert Stock,Janson Junk,False,0.6365,0.52,open,,,,,,,2026-09-09T22:40:00
2026-09-07T22:38:12+00:00,2026-09-09,Los Angeles Angels,Boston Red Sox,Ryan Johnson,Jake Bennett,False,0.7231,0.62,open,,,,,,,2026-09-09T22:45:00
2026-09-07T22:38:12+00:00,2026-09-09,Colorado Rockies,New York Yankees,Tomoyuki Sugano,Will Warren,False,0.6325,0.65,open,,,,,,,2026-09-09T23:05:00
2026-09-07T22:38:12+00:00,2026-09-09,Tampa Bay Rays,Atlanta Braves,Griffin Jax,,False,0.5737,0.49,open,,,,,,,2026-09-09T23:15:00
2026-09-07T22:38:12+00:00,2026-09-09,Arizona Diamondbacks,Kansas City Royals,,Daniel Lynch IV,False,0.4705,,open,,,,,,,2026-09-09T23:40:00
2026-09-07T22:38:12+00:00,2026-09-09,Pittsburgh Pirates,Chicago White Sox,,Davis Martin,False,0.4811,0.53,open,,,,,,,2026-09-09T23:40:00
2026-09-07T22:38:12+00:00,2026-09-09,Chicago Cubs,Milwaukee Brewers,Kevin Gausman,Logan Henderson,False,0.6407,0.53,open,,,,,,,2026-09-09T23:40:00
2026-09-07T22:38:12+00:00,2026-09-10,Cincinnati Reds,Los Angeles Dodgers,Rhett Lowder,Yoshinobu Yamamoto,False,0.7653,,open,,,,,,,2026-09-10T02:10:00
