game_date,start_time_utc,away_team,home_team,away_score,home_score,winner,away_implied_win_prob,home_implied_win_prob
2026-05-27,2026-05-27 17:10:00+00:00,Washington Nationals,Cleveland Guardians,2,3,Cleveland Guardians,0.39,0.61
2026-05-27,2026-05-27 17:40:00+00:00,St. Louis Cardinals,Milwaukee Brewers,1,2,Milwaukee Brewers,0.42,0.58
2026-05-27,2026-05-27 20:10:00+00:00,Philadelphia Phillies,San Diego Padres,3,0,Philadelphia Phillies,0.57,0.43
2026-05-27,2026-05-27 22:35:00+00:00,Tampa Bay Rays,Baltimore Orioles,2,11,Baltimore Orioles,0.51,0.49
2026-05-27,2026-05-27 22:40:00+00:00,Los Angeles Angels,Detroit Tigers,0,4,Detroit Tigers,0.5,0.5
2026-05-27,2026-05-27 22:40:00+00:00,Chicago Cubs,Pittsburgh Pirates,10,4,Chicago Cubs,0.47,0.53
2026-05-27,2026-05-27 22:45:00+00:00,Atlanta Braves,Boston Red Sox,0,8,Boston Red Sox,0.5,0.5
2026-05-27,2026-05-27 23:10:00+00:00,Cincinnati Reds,New York Mets,2,4,New York Mets,0.48,0.52
2026-05-27,2026-05-27 23:40:00+00:00,Minnesota Twins,Chicago White Sox,2,15,Chicago White Sox,0.5,0.5
2026-05-27,2026-05-27 23:40:00+00:00,New York Yankees,Kansas City Royals,7,0,New York Yankees,0.6,0.4
2026-05-28,2026-05-28 00:05:00+00:00,Houston Astros,Texas Rangers,4,3,Houston Astros,0.42,0.58
2026-05-28,2026-05-28 17:10:00+00:00,Los Angeles Angels,Detroit Tigers,7,1,Los Angeles Angels,0.45,0.55
2026-05-28,2026-05-28 18:10:00+00:00,Minnesota Twins,Chicago White Sox,2,6,Chicago White Sox,0.4,0.6
2026-05-28,2026-05-28 20:10:00+00:00,Atlanta Braves,Boston Red Sox,10,2,Atlanta Braves,0.55,0.45
2026-05-28,2026-05-28 22:35:00+00:00,Toronto Blue Jays,Baltimore Orioles,2,1,Toronto Blue Jays,0.47,0.53
2026-05-28,2026-05-28 22:40:00+00:00,Chicago Cubs,Pittsburgh Pirates,7,2,Chicago Cubs,0.4,0.6
2026-05-29,2026-05-29 22:40:00+00:00,Atlanta Braves,Cincinnati Reds,8,3,Atlanta Braves,0.57,0.43
2026-05-29,2026-05-29 22:45:00+00:00,San Diego Padres,Washington Nationals,7,5,San Diego Padres,0.49,0.51
2026-05-29,2026-05-29 22:45:00+00:00,Minnesota Twins,Pittsburgh Pirates,5,6,Pittsburgh Pirates,0.46,0.54
2026-05-29,2026-05-29 23:05:00+00:00,Toronto Blue Jays,Baltimore Orioles,6,5,Toronto Blue Jays,0.47,0.53
2026-05-29,2026-05-29 23:10:00+00:00,Boston Red Sox,Cleveland Guardians,3,4,Cleveland Guardians,0.47,0.53
2026-05-29,2026-05-29 23:10:00+00:00,Los Angeles Angels,Tampa Bay Rays,5,8,Tampa Bay Rays,0.41,0.59
2026-05-29,2026-05-29 23:10:00+00:00,Miami Marlins,New York Mets,7,9,New York Mets,0.5,0.5
2026-05-29,2026-05-29 23:15:00+00:00,Chicago Cubs,St. Louis Cardinals,5,6,St. Louis Cardinals,0.54,0.46
2026-05-29,2026-05-29 23:40:00+00:00,Detroit Tigers,Chicago White Sox,3,4,Chicago White Sox,0.51,0.49
2026-05-30,2026-05-30 00:10:00+00:00,Milwaukee Brewers,Houston Astros,5,4,Milwaukee Brewers,0.53,0.47
2026-05-30,2026-05-30 00:40:00+00:00,San Francisco Giants,Colorado Rockies,6,8,Colorado Rockies,0.56,0.44
2026-05-30,2026-05-30 02:15:00+00:00,Philadelphia Phillies,Los Angeles Dodgers,2,4,Los Angeles Dodgers,0.45,0.55
2026-05-30,2026-05-30 18:10:00+00:00,Detroit Tigers,Chicago White Sox,1,7,Chicago White Sox,0.51,0.49
2026-05-30,2026-05-30 20:05:00+00:00,San Diego Padres,Washington Nationals,4,9,Washington Nationals,0.55,0.45
2026-05-30,2026-05-30 20:05:00+00:00,Kansas City Royals,Texas Rangers,6,7,Texas Rangers,0.47,0.53
2026-05-30,2026-05-30 20:05:00+00:00,Toronto Blue Jays,Baltimore Orioles,5,6,Baltimore Orioles,0.54,0.46
2026-05-30,2026-05-30 20:05:00+00:00,Minnesota Twins,Pittsburgh Pirates,9,10,Pittsburgh Pirates,0.44,0.56
2026-05-30,2026-05-30 20:10:00+00:00,Boston Red Sox,Cleveland Guardians,9,1,Boston Red Sox,0.45,0.55
2026-05-30,2026-05-30 20:10:00+00:00,Los Angeles Angels,Tampa Bay Rays,14,3,Los Angeles Angels,0.4,0.6
2026-05-30,2026-05-30 20:10:00+00:00,Miami Marlins,New York Mets,1,6,New York Mets,0.46,0.54
2026-05-30,2026-05-30 20:10:00+00:00,Milwaukee Brewers,Houston Astros,2,9,Houston Astros,0.52,0.48
2026-05-30,2026-05-30 23:15:00+00:00,Chicago Cubs,St. Louis Cardinals,6,1,Chicago Cubs,0.55,0.45
2026-05-30,2026-05-30 23:15:00+00:00,Atlanta Braves,Cincinnati Reds,5,2,Atlanta Braves,0.54,0.46
2026-05-31,2026-05-31 01:10:00+00:00,San Francisco Giants,Colorado Rockies,3,8,Colorado Rockies,0.54,0.46
2026-05-31,2026-05-31 02:10:00+00:00,Philadelphia Phillies,Los Angeles Dodgers,4,3,Philadelphia Phillies,0.33,0.67
2026-05-31,2026-05-31 16:15:00+00:00,Toronto Blue Jays,Baltimore Orioles,5,9,Baltimore Orioles,0.46,0.54
2026-05-31,2026-05-31 17:35:00+00:00,San Diego Padres,Washington Nationals,2,4,Washington Nationals,0.51,0.49
2026-05-31,2026-05-31 17:35:00+00:00,Minnesota Twins,Pittsburgh Pirates,3,9,Pittsburgh Pirates,0.42,0.58
2026-05-31,2026-05-31 17:40:00+00:00,Boston Red Sox,Cleveland Guardians,9,4,Boston Red Sox,0.49,0.51
2026-05-31,2026-05-31 17:40:00+00:00,Los Angeles Angels,Tampa Bay Rays,2,5,Tampa Bay Rays,0.35,0.65
2026-05-31,2026-05-31 17:40:00+00:00,Atlanta Braves,Cincinnati Reds,4,6,Cincinnati Reds,0.55,0.45
2026-05-31,2026-05-31 17:40:00+00:00,Miami Marlins,New York Mets,1,10,New York Mets,0.42,0.58
2026-05-31,2026-05-31 18:10:00+00:00,Detroit Tigers,Chicago White Sox,1,2,Chicago White Sox,0.45,0.55
2026-05-31,2026-05-31 18:10:00+00:00,Milwaukee Brewers,Houston Astros,2,0,Milwaukee Brewers,0.66,0.34
2026-05-31,2026-05-31 18:35:00+00:00,Kansas City Royals,Texas Rangers,3,6,Texas Rangers,0.5,0.5
2026-05-31,2026-05-31 19:10:00+00:00,San Francisco Giants,Colorado Rockies,19,6,San Francisco Giants,0.52,0.48
2026-05-31,2026-05-31 20:10:00+00:00,Philadelphia Phillies,Los Angeles Dodgers,1,9,Los Angeles Dodgers,0.32,0.68
2026-05-31,2026-05-31 23:20:00+00:00,Chicago Cubs,St. Louis Cardinals,1,5,St. Louis Cardinals,0.48,0.52
2026-06-01,2026-06-01 22:40:00+00:00,Detroit Tigers,Tampa Bay Rays,10,9,Detroit Tigers,0.4,0.6
2026-06-01,2026-06-01 22:45:00+00:00,Miami Marlins,Washington Nationals,7,3,Miami Marlins,0.44,0.56
2026-06-01,2026-06-01 23:10:00+00:00,Kansas City Royals,Cincinnati Reds,9,2,Kansas City Royals,0.45,0.55
2026-06-01,2026-06-01 23:40:00+00:00,Chicago White Sox,Minnesota Twins,6,9,Minnesota Twins,0.44,0.56
2026-06-01,2026-06-01 23:40:00+00:00,San Francisco Giants,Milwaukee Brewers,2,16,Milwaukee Brewers,0.43,0.57
2026-06-01,2026-06-01 23:45:00+00:00,Texas Rangers,St. Louis Cardinals,2,1,Texas Rangers,0.54,0.46
2026-06-02,2026-06-02 01:38:00+00:00,Colorado Rockies,Los Angeles Angels,9,8,Colorado Rockies,0.41,0.59
2026-06-02,2026-06-02 01:40:00+00:00,New York Mets,Seattle Mariners,2,3,Seattle Mariners,0.43,0.57
2026-06-02,2026-06-02 22:40:00+00:00,Detroit Tigers,Tampa Bay Rays,8,0,Detroit Tigers,0.43,0.57
2026-06-02,2026-06-02 22:40:00+00:00,San Diego Padres,Philadelphia Phillies,2,3,Philadelphia Phillies,0.43,0.57
2026-06-02,2026-06-02 22:45:00+00:00,Baltimore Orioles,Boston Red Sox,4,2,Baltimore Orioles,0.45,0.55
2026-06-02,2026-06-02 22:45:00+00:00,Miami Marlins,Washington Nationals,7,3,Miami Marlins,0.49,0.51
2026-06-02,2026-06-02 23:05:00+00:00,Cleveland Guardians,New York Yankees,9,4,Cleveland Guardians,0.34,0.66
2026-06-02,2026-06-02 23:10:00+00:00,Kansas City Royals,Cincinnati Reds,3,4,Cincinnati Reds,0.47,0.53
2026-06-02,2026-06-02 23:15:00+00:00,Toronto Blue Jays,Atlanta Braves,3,4,Atlanta Braves,0.48,0.52
2026-06-02,2026-06-02 23:40:00+00:00,Chicago White Sox,Minnesota Twins,4,6,Minnesota Twins,0.54,0.46
2026-06-02,2026-06-02 23:40:00+00:00,San Francisco Giants,Milwaukee Brewers,3,8,Milwaukee Brewers,0.31,0.69
2026-06-02,2026-06-02 23:45:00+00:00,Texas Rangers,St. Louis Cardinals,7,4,Texas Rangers,0.51,0.49
2026-06-03,2026-06-03 00:10:00+00:00,Pittsburgh Pirates,Houston Astros,10,6,Pittsburgh Pirates,0.59,0.41
2026-06-03,2026-06-03 01:38:00+00:00,Colorado Rockies,Los Angeles Angels,8,2,Colorado Rockies,0.42,0.58
2026-06-03,2026-06-03 01:40:00+00:00,New York Mets,Seattle Mariners,3,8,Seattle Mariners,0.43,0.57
2026-06-03,2026-06-03 17:05:00+00:00,Miami Marlins,Washington Nationals,4,1,Miami Marlins,0.51,0.49
2026-06-03,2026-06-03 17:10:00+00:00,Detroit Tigers,Tampa Bay Rays,7,2,Detroit Tigers,0.42,0.58
2026-06-03,2026-06-03 17:40:00+00:00,Chicago White Sox,Minnesota Twins,8,0,Chicago White Sox,0.43,0.57
2026-06-03,2026-06-03 19:40:00+00:00,New York Mets,Seattle Mariners,7,1,New York Mets,0.43,0.57
2026-06-03,2026-06-03 22:40:00+00:00,San Diego Padres,Philadelphia Phillies,2,3,Philadelphia Phillies,0.34,0.66
2026-06-03,2026-06-03 22:45:00+00:00,Baltimore Orioles,Boston Red Sox,1,8,Boston Red Sox,0.42,0.58
2026-06-03,2026-06-03 23:05:00+00:00,Cleveland Guardians,New York Yankees,5,4,Cleveland Guardians,0.43,0.57
2026-06-03,2026-06-03 23:10:00+00:00,Kansas City Royals,Cincinnati Reds,5,2,Kansas City Royals,0.42,0.58
2026-06-03,2026-06-03 23:15:00+00:00,Toronto Blue Jays,Atlanta Braves,3,7,Atlanta Braves,0.43,0.57
2026-06-03,2026-06-03 23:40:00+00:00,San Francisco Giants,Milwaukee Brewers,1,0,San Francisco Giants,0.45,0.55
2026-06-03,2026-06-03 23:45:00+00:00,Texas Rangers,St. Louis Cardinals,3,5,St. Louis Cardinals,0.49,0.51
2026-06-04,2026-06-04 00:10:00+00:00,Pittsburgh Pirates,Houston Astros,9,11,Houston Astros,0.5,0.5
2026-06-04,2026-06-04 17:05:00+00:00,San Diego Padres,Philadelphia Phillies,4,6,Philadelphia Phillies,0.35,0.65
2026-06-04,2026-06-04 17:35:00+00:00,Baltimore Orioles,Boston Red Sox,8,2,Baltimore Orioles,0.48,0.52
2026-06-04,2026-06-04 17:35:00+00:00,Cleveland Guardians,New York Yankees,1,2,New York Yankees,0.4,0.6
2026-06-04,2026-06-04 18:10:00+00:00,San Francisco Giants,Milwaukee Brewers,12,9,San Francisco Giants,0.37,0.63
2026-06-04,2026-06-04 23:15:00+00:00,Toronto Blue Jays,Atlanta Braves,7,2,Toronto Blue Jays,0.31,0.69
2026-06-04,2026-06-04 23:40:00+00:00,Kansas City Royals,Minnesota Twins,8,6,Kansas City Royals,0.52,0.48
2026-06-05,2026-06-05 18:20:00+00:00,San Francisco Giants,Chicago Cubs,18,3,San Francisco Giants,0.39,0.61
2026-06-05,2026-06-05 22:40:00+00:00,Seattle Mariners,Detroit Tigers,3,7,Detroit Tigers,0.54,0.46
2026-06-05,2026-06-05 22:40:00+00:00,Chicago White Sox,Philadelphia Phillies,6,8,Philadelphia Phillies,0.38,0.62
2026-06-05,2026-06-05 23:05:00+00:00,Boston Red Sox,New York Yankees,5,3,Boston Red Sox,0.44,0.56
2026-06-05,2026-06-05 23:07:00+00:00,Baltimore Orioles,Toronto Blue Jays,13,3,Baltimore Orioles,0.43,0.57
2026-06-05,2026-06-05 23:10:00+00:00,Tampa Bay Rays,Miami Marlins,6,0,Tampa Bay Rays,0.57,0.43
2026-06-05,2026-06-05 23:15:00+00:00,Pittsburgh Pirates,Atlanta Braves,3,6,Atlanta Braves,0.43,0.57
2026-06-06,2026-06-06 00:15:00+00:00,Cincinnati Reds,St. Louis Cardinals,3,10,St. Louis Cardinals,0.46,0.54
2026-06-06,2026-06-06 00:15:00+00:00,Cleveland Guardians,Texas Rangers,2,3,Texas Rangers,0.5,0.5
2026-06-06,2026-06-06 00:15:00+00:00,Kansas City Royals,Minnesota Twins,3,5,Minnesota Twins,0.44,0.56
2026-06-06,2026-06-06 00:40:00+00:00,Milwaukee Brewers,Colorado Rockies,9,7,Milwaukee Brewers,0.7,0.3
2026-06-06,2026-06-06 01:40:00+00:00,New York Mets,San Diego Padres,5,0,New York Mets,0.54,0.46
2026-06-06,2026-06-06 02:10:00+00:00,Los Angeles Angels,Los Angeles Dodgers,0,1,Los Angeles Dodgers,0.27,0.73
2026-06-06,2026-06-06 17:10:00+00:00,Seattle Mariners,Detroit Tigers,4,0,Seattle Mariners,0.55,0.45
2026-06-06,2026-06-06 18:10:00+00:00,Kansas City Royals,Minnesota Twins,3,2,Kansas City Royals,0.43,0.57
2026-06-06,2026-06-06 18:15:00+00:00,Cincinnati Reds,St. Louis Cardinals,5,6,St. Louis Cardinals,0.47,0.53
2026-06-06,2026-06-06 18:20:00+00:00,San Francisco Giants,Chicago Cubs,2,3,Chicago Cubs,0.42,0.58
2026-06-06,2026-06-06 19:07:00+00:00,Baltimore Orioles,Toronto Blue Jays,4,6,Toronto Blue Jays,0.49,0.51
2026-06-06,2026-06-06 20:05:00+00:00,Chicago White Sox,Philadelphia Phillies,6,3,Chicago White Sox,0.45,0.55
2026-06-06,2026-06-06 20:10:00+00:00,Pittsburgh Pirates,Atlanta Braves,3,6,Atlanta Braves,0.5,0.5
2026-06-06,2026-06-06 20:10:00+00:00,Tampa Bay Rays,Miami Marlins,3,4,Miami Marlins,0.56,0.44
2026-06-06,2026-06-06 23:35:00+00:00,Cleveland Guardians,Texas Rangers,6,0,Cleveland Guardians,0.48,0.52
2026-06-07,2026-06-07 01:10:00+00:00,Milwaukee Brewers,Colorado Rockies,7,1,Milwaukee Brewers,0.64,0.36
2026-06-07,2026-06-07 02:10:00+00:00,Los Angeles Angels,Los Angeles Dodgers,2,9,Los Angeles Dodgers,0.36,0.64
2026-06-07,2026-06-07 02:10:00+00:00,New York Mets,San Diego Padres,2,3,San Diego Padres,0.5,0.5
2026-06-07,2026-06-07 17:35:00+00:00,Pittsburgh Pirates,Atlanta Braves,2,3,Atlanta Braves,0.42,0.58
2026-06-07,2026-06-07 17:35:00+00:00,Chicago White Sox,Philadelphia Phillies,5,9,Philadelphia Phillies,0.38,0.62
2026-06-07,2026-06-07 17:35:00+00:00,Boston Red Sox,New York Yankees,1,6,New York Yankees,0.43,0.57
2026-06-07,2026-06-07 17:37:00+00:00,Baltimore Orioles,Toronto Blue Jays,4,6,Toronto Blue Jays,0.45,0.55
2026-06-07,2026-06-07 17:40:00+00:00,Seattle Mariners,Detroit Tigers,4,5,Detroit Tigers,0.49,0.51
2026-06-07,2026-06-07 17:40:00+00:00,Tampa Bay Rays,Miami Marlins,1,4,Miami Marlins,0.51,0.49
2026-06-07,2026-06-07 18:10:00+00:00,Kansas City Royals,Minnesota Twins,6,5,Kansas City Royals,0.52,0.48
2026-06-07,2026-06-07 18:15:00+00:00,Cincinnati Reds,St. Louis Cardinals,3,5,St. Louis Cardinals,0.44,0.56
2026-06-07,2026-06-07 18:35:00+00:00,Cleveland Guardians,Texas Rangers,0,10,Texas Rangers,0.44,0.56
2026-06-07,2026-06-07 19:10:00+00:00,Milwaukee Brewers,Colorado Rockies,12,4,Milwaukee Brewers,0.63,0.37
2026-06-07,2026-06-07 20:10:00+00:00,Los Angeles Angels,Los Angeles Dodgers,13,5,Los Angeles Angels,0.31,0.69
2026-06-07,2026-06-07 20:10:00+00:00,New York Mets,San Diego Padres,7,3,New York Mets,0.51,0.49
