game_date,start_time_utc,away_team,home_team,away_score,home_score,winner,away_implied_win_prob,home_implied_win_prob
2026-04-19,2026-04-19 01:38:00+00:00,San Diego Padres,Los Angeles Angels,4,1,San Diego Padres,0.52,0.48
2026-04-19,2026-04-19 17:35:00+00:00,San Francisco Giants,Washington Nationals,0,3,Washington Nationals,0.58,0.42
2026-04-19,2026-04-19 17:35:00+00:00,Tampa Bay Rays,Pittsburgh Pirates,3,6,Pittsburgh Pirates,0.5,0.5
2026-04-19,2026-04-19 17:35:00+00:00,Kansas City Royals,New York Yankees,0,7,New York Yankees,0.42,0.58
2026-04-19,2026-04-19 17:40:00+00:00,Baltimore Orioles,Cleveland Guardians,4,8,Cleveland Guardians,0.47,0.53
2026-04-19,2026-04-19 17:40:00+00:00,Milwaukee Brewers,Miami Marlins,3,5,Miami Marlins,0.52,0.48
2026-04-19,2026-04-19 18:10:00+00:00,St. Louis Cardinals,Houston Astros,7,5,St. Louis Cardinals,0.44,0.56
2026-04-19,2026-04-19 18:10:00+00:00,Cincinnati Reds,Minnesota Twins,7,4,Cincinnati Reds,0.48,0.52
2026-04-19,2026-04-19 18:20:00+00:00,New York Mets,Chicago Cubs,1,2,Chicago Cubs,0.44,0.56
2026-04-19,2026-04-19 19:10:00+00:00,Los Angeles Dodgers,Colorado Rockies,6,9,Colorado Rockies,0.67,0.33
2026-04-19,2026-04-19 20:07:00+00:00,San Diego Padres,Los Angeles Angels,2,1,San Diego Padres,0.58,0.42
2026-04-19,2026-04-19 20:10:00+00:00,Texas Rangers,Seattle Mariners,2,5,Seattle Mariners,0.45,0.55
2026-04-19,2026-04-19 20:35:00+00:00,Detroit Tigers,Boston Red Sox,6,2,Detroit Tigers,0.43,0.57
2026-04-19,2026-04-19 23:20:00+00:00,Atlanta Braves,Philadelphia Phillies,4,2,Atlanta Braves,0.5,0.5
2026-04-20,2026-04-20 15:10:00+00:00,Detroit Tigers,Boston Red Sox,6,8,Boston Red Sox,0.46,0.54
2026-04-20,2026-04-20 22:10:00+00:00,Houston Astros,Cleveland Guardians,9,2,Houston Astros,0.45,0.55
2026-04-20,2026-04-20 22:40:00+00:00,Cincinnati Reds,Tampa Bay Rays,6,1,Cincinnati Reds,0.48,0.52
2026-04-20,2026-04-20 22:40:00+00:00,St. Louis Cardinals,Miami Marlins,3,5,Miami Marlins,0.46,0.54
2026-04-20,2026-04-20 22:45:00+00:00,Atlanta Braves,Washington Nationals,9,4,Atlanta Braves,0.61,0.39
2026-04-20,2026-04-20 23:40:00+00:00,Baltimore Orioles,Kansas City Royals,7,5,Baltimore Orioles,0.51,0.49
2026-04-20,2026-04-20 23:40:00+00:00,Philadelphia Phillies,Chicago Cubs,1,5,Chicago Cubs,0.5,0.5
2026-04-21,2026-04-21 01:38:00+00:00,Toronto Blue Jays,Los Angeles Angels,5,2,Toronto Blue Jays,0.5,0.5
2026-04-21,2026-04-21 22:10:00+00:00,Houston Astros,Cleveland Guardians,5,8,Cleveland Guardians,0.42,0.58
2026-04-21,2026-04-21 22:40:00+00:00,Cincinnati Reds,Tampa Bay Rays,12,6,Cincinnati Reds,0.52,0.48
2026-04-21,2026-04-21 22:40:00+00:00,St. Louis Cardinals,Miami Marlins,5,3,St. Louis Cardinals,0.49,0.51
2026-04-21,2026-04-21 22:40:00+00:00,Milwaukee Brewers,Detroit Tigers,12,4,Milwaukee Brewers,0.5,0.5
2026-04-21,2026-04-21 22:45:00+00:00,Atlanta Braves,Washington Nationals,4,11,Washington Nationals,0.6,0.4
2026-04-21,2026-04-21 22:45:00+00:00,New York Yankees,Boston Red Sox,4,0,New York Yankees,0.47,0.53
2026-04-21,2026-04-21 23:10:00+00:00,Minnesota Twins,New York Mets,5,3,Minnesota Twins,0.41,0.59
2026-04-21,2026-04-21 23:40:00+00:00,Baltimore Orioles,Kansas City Royals,5,6,Kansas City Royals,0.48,0.52
2026-04-21,2026-04-21 23:40:00+00:00,Philadelphia Phillies,Chicago Cubs,4,7,Chicago Cubs,0.46,0.54
2026-04-22,2026-04-22 00:05:00+00:00,Pittsburgh Pirates,Texas Rangers,1,5,Texas Rangers,0.51,0.49
2026-04-22,2026-04-22 00:40:00+00:00,San Diego Padres,Colorado Rockies,1,0,San Diego Padres,0.61,0.39
2026-04-22,2026-04-22 01:38:00+00:00,Toronto Blue Jays,Los Angeles Angels,4,2,Toronto Blue Jays,0.42,0.58
2026-04-22,2026-04-22 01:45:00+00:00,Los Angeles Dodgers,San Francisco Giants,1,3,San Francisco Giants,0.66,0.34
2026-04-22,2026-04-22 16:10:00+00:00,St. Louis Cardinals,Miami Marlins,1,4,Miami Marlins,0.45,0.55
2026-04-22,2026-04-22 17:10:00+00:00,Houston Astros,Cleveland Guardians,2,0,Houston Astros,0.42,0.58
2026-04-22,2026-04-22 17:10:00+00:00,Cincinnati Reds,Tampa Bay Rays,1,6,Tampa Bay Rays,0.45,0.55
2026-04-22,2026-04-22 18:10:00+00:00,Baltimore Orioles,Kansas City Royals,8,6,Baltimore Orioles,0.46,0.54
2026-04-22,2026-04-22 19:07:00+00:00,Toronto Blue Jays,Los Angeles Angels,3,7,Los Angeles Angels,0.43,0.57
2026-04-22,2026-04-22 22:40:00+00:00,Milwaukee Brewers,Detroit Tigers,2,5,Detroit Tigers,0.46,0.54
2026-04-22,2026-04-22 22:45:00+00:00,Atlanta Braves,Washington Nationals,8,6,Atlanta Braves,0.6,0.4
2026-04-22,2026-04-22 22:45:00+00:00,New York Yankees,Boston Red Sox,4,1,New York Yankees,0.55,0.45
2026-04-22,2026-04-22 23:10:00+00:00,Minnesota Twins,New York Mets,2,3,New York Mets,0.42,0.58
2026-04-22,2026-04-22 23:40:00+00:00,Philadelphia Phillies,Chicago Cubs,2,7,Chicago Cubs,0.37,0.63
2026-04-23,2026-04-23 00:05:00+00:00,Pittsburgh Pirates,Texas Rangers,8,4,Pittsburgh Pirates,0.42,0.58
2026-04-23,2026-04-23 00:40:00+00:00,San Diego Padres,Colorado Rockies,3,8,Colorado Rockies,0.59,0.41
2026-04-23,2026-04-23 01:45:00+00:00,Los Angeles Dodgers,San Francisco Giants,0,3,San Francisco Giants,0.59,0.41
2026-04-23,2026-04-23 17:05:00+00:00,Atlanta Braves,Washington Nationals,7,2,Atlanta Braves,0.57,0.43
2026-04-23,2026-04-23 17:10:00+00:00,Milwaukee Brewers,Detroit Tigers,4,5,Detroit Tigers,0.33,0.67
2026-04-23,2026-04-23 18:20:00+00:00,Philadelphia Phillies,Chicago Cubs,7,8,Chicago Cubs,0.52,0.48
2026-04-23,2026-04-23 19:10:00+00:00,San Diego Padres,Colorado Rockies,10,8,San Diego Padres,0.59,0.41
2026-04-23,2026-04-23 19:45:00+00:00,Los Angeles Dodgers,San Francisco Giants,3,0,Los Angeles Dodgers,0.6,0.4
2026-04-23,2026-04-23 22:10:00+00:00,New York Yankees,Boston Red Sox,4,2,New York Yankees,0.58,0.42
2026-04-23,2026-04-23 23:10:00+00:00,Minnesota Twins,New York Mets,8,10,New York Mets,0.51,0.49
2026-04-24,2026-04-24 22:40:00+00:00,Detroit Tigers,Cincinnati Reds,8,9,Cincinnati Reds,0.52,0.48
2026-04-24,2026-04-24 23:05:00+00:00,Boston Red Sox,Baltimore Orioles,3,10,Baltimore Orioles,0.48,0.52
2026-04-24,2026-04-24 23:07:00+00:00,Cleveland Guardians,Toronto Blue Jays,8,6,Cleveland Guardians,0.54,0.46
2026-04-24,2026-04-24 23:10:00+00:00,Colorado Rockies,New York Mets,4,3,Colorado Rockies,0.35,0.65
2026-04-24,2026-04-24 23:10:00+00:00,Minnesota Twins,Tampa Bay Rays,2,6,Tampa Bay Rays,0.45,0.55
2026-04-24,2026-04-24 23:15:00+00:00,Philadelphia Phillies,Atlanta Braves,3,5,Atlanta Braves,0.41,0.59
2026-04-24,2026-04-24 23:40:00+00:00,Los Angeles Angels,Kansas City Royals,3,6,Kansas City Royals,0.5,0.5
2026-04-24,2026-04-24 23:40:00+00:00,Washington Nationals,Chicago White Sox,4,5,Chicago White Sox,0.47,0.53
2026-04-24,2026-04-24 23:40:00+00:00,Pittsburgh Pirates,Milwaukee Brewers,6,0,Pittsburgh Pirates,0.53,0.47
2026-04-25,2026-04-25 00:10:00+00:00,New York Yankees,Houston Astros,12,4,New York Yankees,0.57,0.43
2026-04-25,2026-04-25 00:15:00+00:00,Seattle Mariners,St. Louis Cardinals,3,2,Seattle Mariners,0.57,0.43
2026-04-25,2026-04-25 02:15:00+00:00,Chicago Cubs,Los Angeles Dodgers,6,4,Chicago Cubs,0.43,0.57
2026-04-25,2026-04-25 02:15:00+00:00,Miami Marlins,San Francisco Giants,9,4,Miami Marlins,0.47,0.53
2026-04-25,2026-04-25 16:05:00+00:00,Boston Red Sox,Baltimore Orioles,17,1,Boston Red Sox,0.48,0.52
2026-04-25,2026-04-25 18:15:00+00:00,Seattle Mariners,St. Louis Cardinals,11,9,Seattle Mariners,0.57,0.43
2026-04-25,2026-04-25 19:07:00+00:00,Cleveland Guardians,Toronto Blue Jays,3,5,Toronto Blue Jays,0.43,0.57
2026-04-25,2026-04-25 20:05:00+00:00,Miami Marlins,San Francisco Giants,2,6,San Francisco Giants,0.5,0.5
2026-04-25,2026-04-25 20:10:00+00:00,Minnesota Twins,Tampa Bay Rays,1,6,Tampa Bay Rays,0.45,0.55
2026-04-25,2026-04-25 20:10:00+00:00,Washington Nationals,Chicago White Sox,6,3,Washington Nationals,0.44,0.56
2026-04-25,2026-04-25 23:10:00+00:00,Los Angeles Angels,Kansas City Royals,1,12,Kansas City Royals,0.44,0.56
2026-04-25,2026-04-25 23:10:00+00:00,New York Yankees,Houston Astros,8,3,New York Yankees,0.59,0.41
2026-04-25,2026-04-25 23:10:00+00:00,Pittsburgh Pirates,Milwaukee Brewers,6,3,Pittsburgh Pirates,0.43,0.57
2026-04-25,2026-04-25 23:15:00+00:00,Detroit Tigers,Cincinnati Reds,2,9,Cincinnati Reds,0.51,0.49
2026-04-25,2026-04-25 23:15:00+00:00,Chicago Cubs,Los Angeles Dodgers,4,12,Los Angeles Dodgers,0.47,0.53
2026-04-25,2026-04-25 23:15:00+00:00,Philadelphia Phillies,Atlanta Braves,8,5,Philadelphia Phillies,0.46,0.54
2026-04-26,2026-04-26 17:35:00+00:00,Boston Red Sox,Baltimore Orioles,5,3,Boston Red Sox,0.44,0.56
2026-04-26,2026-04-26 17:35:00+00:00,Philadelphia Phillies,Atlanta Braves,2,6,Atlanta Braves,0.35,0.65
2026-04-26,2026-04-26 17:37:00+00:00,Cleveland Guardians,Toronto Blue Jays,2,4,Toronto Blue Jays,0.46,0.54
2026-04-26,2026-04-26 17:40:00+00:00,Detroit Tigers,Cincinnati Reds,8,3,Detroit Tigers,0.5,0.5
2026-04-26,2026-04-26 17:40:00+00:00,Colorado Rockies,New York Mets,3,1,Colorado Rockies,0.33,0.67
2026-04-26,2026-04-26 17:45:00+00:00,Colorado Rockies,New York Mets,3,0,Colorado Rockies,0.33,0.67
2026-04-26,2026-04-26 17:40:00+00:00,Minnesota Twins,Tampa Bay Rays,2,4,Tampa Bay Rays,0.44,0.56
2026-04-26,2026-04-26 18:10:00+00:00,Washington Nationals,Chicago White Sox,2,1,Washington Nationals,0.48,0.52
2026-04-26,2026-04-26 18:10:00+00:00,New York Yankees,Houston Astros,4,7,Houston Astros,0.56,0.44
2026-04-26,2026-04-26 18:10:00+00:00,Pittsburgh Pirates,Milwaukee Brewers,0,5,Milwaukee Brewers,0.48,0.52
2026-04-26,2026-04-26 18:15:00+00:00,Seattle Mariners,St. Louis Cardinals,3,2,Seattle Mariners,0.56,0.44
2026-04-26,2026-04-26 20:05:00+00:00,Miami Marlins,San Francisco Giants,3,6,San Francisco Giants,0.47,0.53
2026-04-26,2026-04-26 20:10:00+00:00,Los Angeles Angels,Kansas City Royals,9,11,Kansas City Royals,0.48,0.52
2026-04-26,2026-04-26 20:10:00+00:00,Chicago Cubs,Los Angeles Dodgers,0,6,Los Angeles Dodgers,0.48,0.52
2026-04-27,2026-04-27 22:10:00+00:00,Tampa Bay Rays,Cleveland Guardians,3,2,Tampa Bay Rays,0.45,0.55
2026-04-27,2026-04-27 22:40:00+00:00,St. Louis Cardinals,Pittsburgh Pirates,4,2,St. Louis Cardinals,0.47,0.53
2026-04-27,2026-04-27 23:07:00+00:00,Boston Red Sox,Toronto Blue Jays,5,0,Boston Red Sox,0.45,0.55
2026-04-27,2026-04-27 23:40:00+00:00,Seattle Mariners,Minnesota Twins,4,11,Minnesota Twins,0.55,0.45
2026-04-27,2026-04-27 23:40:00+00:00,Los Angeles Angels,Chicago White Sox,7,8,Chicago White Sox,0.5,0.5
2026-04-28,2026-04-28 00:05:00+00:00,New York Yankees,Texas Rangers,4,2,New York Yankees,0.55,0.45
2026-04-28,2026-04-28 01:40:00+00:00,Chicago Cubs,San Diego Padres,7,9,San Diego Padres,0.52,0.48
2026-04-28,2026-04-28 02:10:00+00:00,Miami Marlins,Los Angeles Dodgers,4,5,Los Angeles Dodgers,0.27,0.73
2026-04-28,2026-04-28 22:10:00+00:00,Tampa Bay Rays,Cleveland Guardians,1,0,Tampa Bay Rays,0.46,0.54
2026-04-28,2026-04-28 22:35:00+00:00,Houston Astros,Baltimore Orioles,3,5,Baltimore Orioles,0.45,0.55
2026-04-28,2026-04-28 22:40:00+00:00,Colorado Rockies,Cincinnati Reds,2,7,Cincinnati Reds,0.36,0.64
2026-04-28,2026-04-28 22:40:00+00:00,St. Louis Cardinals,Pittsburgh Pirates,11,7,St. Louis Cardinals,0.42,0.58
2026-04-28,2026-04-28 22:40:00+00:00,San Francisco Giants,Philadelphia Phillies,0,7,Philadelphia Phillies,0.41,0.59
2026-04-28,2026-04-28 23:07:00+00:00,Boston Red Sox,Toronto Blue Jays,0,3,Toronto Blue Jays,0.5,0.5
2026-04-28,2026-04-28 23:10:00+00:00,Washington Nationals,New York Mets,0,8,New York Mets,0.38,0.62
2026-04-28,2026-04-28 23:15:00+00:00,Detroit Tigers,Atlanta Braves,2,5,Atlanta Braves,0.47,0.53
2026-04-28,2026-04-28 23:40:00+00:00,Seattle Mariners,Minnesota Twins,7,1,Seattle Mariners,0.54,0.46
2026-04-28,2026-04-28 23:40:00+00:00,Los Angeles Angels,Chicago White Sox,2,5,Chicago White Sox,0.55,0.45
2026-04-29,2026-04-29 00:05:00+00:00,New York Yankees,Texas Rangers,3,2,New York Yankees,0.52,0.48
2026-04-29,2026-04-29 01:40:00+00:00,Chicago Cubs,San Diego Padres,8,3,Chicago Cubs,0.5,0.5
2026-04-29,2026-04-29 02:10:00+00:00,Miami Marlins,Los Angeles Dodgers,2,1,Miami Marlins,0.33,0.67
2026-04-29,2026-04-29 17:10:00+00:00,Tampa Bay Rays,Cleveland Guardians,1,3,Cleveland Guardians,0.49,0.51
2026-04-29,2026-04-29 17:10:00+00:00,Los Angeles Angels,Chicago White Sox,2,3,Chicago White Sox,0.52,0.48
2026-04-29,2026-04-29 17:40:00+00:00,Seattle Mariners,Minnesota Twins,5,3,Seattle Mariners,0.55,0.45
2026-04-29,2026-04-29 18:35:00+00:00,New York Yankees,Texas Rangers,0,3,Texas Rangers,0.52,0.48
2026-04-29,2026-04-29 19:07:00+00:00,Boston Red Sox,Toronto Blue Jays,1,8,Toronto Blue Jays,0.47,0.53
2026-04-29,2026-04-29 19:10:00+00:00,Miami Marlins,Los Angeles Dodgers,3,2,Miami Marlins,0.33,0.67
2026-04-29,2026-04-29 20:10:00+00:00,Chicago Cubs,San Diego Padres,5,4,Chicago Cubs,0.49,0.51
2026-04-29,2026-04-29 22:40:00+00:00,Colorado Rockies,Cincinnati Reds,13,2,Colorado Rockies,0.42,0.58
2026-04-29,2026-04-29 22:40:00+00:00,St. Louis Cardinals,Pittsburgh Pirates,5,4,St. Louis Cardinals,0.46,0.54
2026-04-29,2026-04-29 23:10:00+00:00,Washington Nationals,New York Mets,14,2,Washington Nationals,0.41,0.59
2026-04-29,2026-04-29 23:15:00+00:00,Detroit Tigers,Atlanta Braves,3,4,Atlanta Braves,0.58,0.42
2026-04-30,2026-04-30 16:15:00+00:00,Detroit Tigers,Atlanta Braves,5,2,Detroit Tigers,0.47,0.53
2026-04-30,2026-04-30 16:35:00+00:00,Houston Astros,Baltimore Orioles,3,10,Baltimore Orioles,0.48,0.52
2026-04-30,2026-04-30 16:40:00+00:00,Houston Astros,Baltimore Orioles,11,5,Houston Astros,0.48,0.52
2026-04-30,2026-04-30 16:35:00+00:00,St. Louis Cardinals,Pittsburgh Pirates,10,5,St. Louis Cardinals,0.33,0.67
2026-04-30,2026-04-30 16:35:00+00:00,San Francisco Giants,Philadelphia Phillies,2,3,Philadelphia Phillies,0.43,0.57
2026-04-30,2026-04-30 21:35:00+00:00,San Francisco Giants,Philadelphia Phillies,5,6,Philadelphia Phillies,0.01,0.99
2026-04-30,2026-04-30 16:40:00+00:00,Colorado Rockies,Cincinnati Reds,4,6,Cincinnati Reds,0.4,0.6
2026-04-30,2026-04-30 17:10:00+00:00,Washington Nationals,New York Mets,5,4,Washington Nationals,0.37,0.63
2026-04-30,2026-04-30 23:40:00+00:00,Toronto Blue Jays,Minnesota Twins,1,7,Minnesota Twins,0.56,0.44
2026-05-01,2026-05-01 22:40:00+00:00,Texas Rangers,Detroit Tigers,5,4,Texas Rangers,0.49,0.51
2026-05-01,2026-05-01 22:45:00+00:00,Cincinnati Reds,Pittsburgh Pirates,1,9,Pittsburgh Pirates,0.46,0.54
2026-05-01,2026-05-01 22:45:00+00:00,Milwaukee Brewers,Washington Nationals,6,1,Milwaukee Brewers,0.6,0.4
2026-05-01,2026-05-01 23:05:00+00:00,Baltimore Orioles,New York Yankees,2,7,New York Yankees,0.38,0.62
2026-05-01,2026-05-01 23:10:00+00:00,Houston Astros,Boston Red Sox,1,3,Boston Red Sox,0.48,0.52
2026-05-01,2026-05-01 23:10:00+00:00,San Francisco Giants,Tampa Bay Rays,0,3,Tampa Bay Rays,0.44,0.56
2026-05-01,2026-05-01 23:10:00+00:00,Philadelphia Phillies,Miami Marlins,6,5,Philadelphia Phillies,0.52,0.48
2026-05-02,2026-05-02 00:10:00+00:00,Toronto Blue Jays,Minnesota Twins,7,3,Toronto Blue Jays,0.54,0.46
2026-05-02,2026-05-02 00:15:00+00:00,Los Angeles Dodgers,St. Louis Cardinals,2,7,St. Louis Cardinals,0.58,0.42
2026-05-02,2026-05-02 00:40:00+00:00,Atlanta Braves,Colorado Rockies,8,6,Atlanta Braves,0.67,0.33
2026-05-02,2026-05-02 01:38:00+00:00,New York Mets,Los Angeles Angels,4,3,New York Mets,0.53,0.47
2026-05-02,2026-05-02 01:40:00+00:00,Chicago White Sox,San Diego Padres,8,2,Chicago White Sox,0.36,0.64
2026-05-02,2026-05-02 01:45:00+00:00,Kansas City Royals,Seattle Mariners,7,6,Kansas City Royals,0.43,0.57
2026-05-02,2026-05-02 17:35:00+00:00,Baltimore Orioles,New York Yankees,4,9,New York Yankees,0.4,0.6
2026-05-02,2026-05-02 18:10:00+00:00,Toronto Blue Jays,Minnesota Twins,11,4,Toronto Blue Jays,0.57,0.43
2026-05-02,2026-05-02 20:05:00+00:00,Cincinnati Reds,Pittsburgh Pirates,7,17,Pittsburgh Pirates,0.45,0.55
2026-05-02,2026-05-02 20:05:00+00:00,Milwaukee Brewers,Washington Nationals,4,1,Milwaukee Brewers,0.55,0.45
2026-05-02,2026-05-02 20:10:00+00:00,Houston Astros,Boston Red Sox,6,3,Houston Astros,0.45,0.55
2026-05-02,2026-05-02 20:10:00+00:00,Philadelphia Phillies,Miami Marlins,0,4,Miami Marlins,0.45,0.55
2026-05-02,2026-05-02 22:10:00+00:00,San Francisco Giants,Tampa Bay Rays,1,5,Tampa Bay Rays,0.52,0.48
2026-05-02,2026-05-02 23:15:00+00:00,Los Angeles Dodgers,St. Louis Cardinals,2,3,St. Louis Cardinals,0.56,0.44
2026-05-02,2026-05-02 23:15:00+00:00,Texas Rangers,Detroit Tigers,1,5,Detroit Tigers,0.46,0.54
2026-05-03,2026-05-03 00:10:00+00:00,Atlanta Braves,Colorado Rockies,9,1,Atlanta Braves,0.62,0.38
2026-05-03,2026-05-03 00:40:00+00:00,Chicago White Sox,San Diego Padres,4,0,Chicago White Sox,0.37,0.63
2026-05-03,2026-05-03 01:38:00+00:00,New York Mets,Los Angeles Angels,3,4,Los Angeles Angels,0.55,0.45
2026-05-03,2026-05-03 01:40:00+00:00,Kansas City Royals,Seattle Mariners,3,2,Kansas City Royals,0.47,0.53
2026-05-03,2026-05-03 16:45:00+00:00,Toronto Blue Jays,Minnesota Twins,3,4,Minnesota Twins,0.51,0.49
2026-05-03,2026-05-03 17:35:00+00:00,Houston Astros,Boston Red Sox,3,1,Houston Astros,0.39,0.61
2026-05-03,2026-05-03 17:35:00+00:00,Cincinnati Reds,Pittsburgh Pirates,0,1,Pittsburgh Pirates,0.49,0.51
2026-05-03,2026-05-03 17:35:00+00:00,Baltimore Orioles,New York Yankees,3,11,New York Yankees,0.29,0.71
2026-05-03,2026-05-03 17:35:00+00:00,Milwaukee Brewers,Washington Nationals,2,3,Washington Nationals,0.58,0.42
2026-05-03,2026-05-03 17:40:00+00:00,San Francisco Giants,Tampa Bay Rays,1,2,Tampa Bay Rays,0.47,0.53
2026-05-03,2026-05-03 17:40:00+00:00,Philadelphia Phillies,Miami Marlins,7,2,Philadelphia Phillies,0.57,0.43
2026-05-03,2026-05-03 18:15:00+00:00,Los Angeles Dodgers,St. Louis Cardinals,4,1,Los Angeles Dodgers,0.57,0.43
2026-05-03,2026-05-03 19:10:00+00:00,Atlanta Braves,Colorado Rockies,11,6,Atlanta Braves,0.57,0.43
2026-05-03,2026-05-03 20:07:00+00:00,New York Mets,Los Angeles Angels,5,1,New York Mets,0.56,0.44
2026-05-03,2026-05-03 20:10:00+00:00,Kansas City Royals,Seattle Mariners,4,1,Kansas City Royals,0.49,0.51
2026-05-03,2026-05-03 20:10:00+00:00,Chicago White Sox,San Diego Padres,3,4,San Diego Padres,0.4,0.6
2026-05-03,2026-05-03 23:20:00+00:00,Texas Rangers,Detroit Tigers,1,7,Detroit Tigers,0.47,0.53
2026-05-04,2026-05-04 21:40:00+00:00,New York Mets,Colorado Rockies,4,2,New York Mets,0.57,0.43
2026-05-04,2026-05-04 22:10:00+00:00,Boston Red Sox,Detroit Tigers,5,4,Boston Red Sox,0.53,0.47
2026-05-04,2026-05-04 22:40:00+00:00,Toronto Blue Jays,Tampa Bay Rays,1,5,Tampa Bay Rays,0.47,0.53
2026-05-04,2026-05-04 22:40:00+00:00,Philadelphia Phillies,Miami Marlins,1,0,Philadelphia Phillies,0.5,0.5
2026-05-04,2026-05-04 23:05:00+00:00,Baltimore Orioles,New York Yankees,1,12,New York Yankees,0.35,0.65
2026-05-04,2026-05-04 23:10:00+00:00,Cincinnati Reds,Chicago Cubs,4,5,Chicago Cubs,0.35,0.65
2026-05-04,2026-05-04 23:40:00+00:00,Cleveland Guardians,Kansas City Royals,2,6,Kansas City Royals,0.48,0.52
2026-05-04,2026-05-04 23:45:00+00:00,Milwaukee Brewers,St. Louis Cardinals,3,6,St. Louis Cardinals,0.55,0.45
2026-05-05,2026-05-05 00:10:00+00:00,Los Angeles Dodgers,Houston Astros,8,3,Los Angeles Dodgers,0.69,0.31
2026-05-05,2026-05-05 01:38:00+00:00,Chicago White Sox,Los Angeles Angels,6,0,Chicago White Sox,0.45,0.55
2026-05-05,2026-05-05 01:40:00+00:00,Atlanta Braves,Seattle Mariners,4,5,Seattle Mariners,0.45,0.55
2026-05-05,2026-05-05 01:45:00+00:00,San Diego Padres,San Francisco Giants,2,3,San Francisco Giants,0.48,0.52
2026-05-05,2026-05-05 22:40:00+00:00,Boston Red Sox,Detroit Tigers,10,3,Boston Red Sox,0.42,0.58
2026-05-05,2026-05-05 22:40:00+00:00,Toronto Blue Jays,Tampa Bay Rays,3,4,Tampa Bay Rays,0.45,0.55
2026-05-05,2026-05-05 22:40:00+00:00,Baltimore Orioles,Miami Marlins,9,7,Baltimore Orioles,0.44,0.56
2026-05-05,2026-05-05 22:45:00+00:00,Minnesota Twins,Washington Nationals,11,3,Minnesota Twins,0.5,0.5
2026-05-05,2026-05-05 23:05:00+00:00,Texas Rangers,New York Yankees,4,7,New York Yankees,0.46,0.54
2026-05-05,2026-05-05 23:40:00+00:00,Cincinnati Reds,Chicago Cubs,2,3,Chicago Cubs,0.4,0.6
2026-05-05,2026-05-05 23:40:00+00:00,Cleveland Guardians,Kansas City Royals,3,5,Kansas City Royals,0.52,0.48
2026-05-06,2026-05-06 00:10:00+00:00,Los Angeles Dodgers,Houston Astros,1,2,Houston Astros,0.68,0.32
2026-05-06,2026-05-06 01:38:00+00:00,Chicago White Sox,Los Angeles Angels,3,4,Los Angeles Angels,0.51,0.49
2026-05-06,2026-05-06 01:40:00+00:00,Atlanta Braves,Seattle Mariners,3,2,Atlanta Braves,0.45,0.55
2026-05-06,2026-05-06 17:10:00+00:00,Toronto Blue Jays,Tampa Bay Rays,0,3,Tampa Bay Rays,0.44,0.56
2026-05-06,2026-05-06 17:15:00+00:00,Milwaukee Brewers,St. Louis Cardinals,6,2,Milwaukee Brewers,0.5,0.5
2026-05-06,2026-05-06 18:10:00+00:00,Los Angeles Dodgers,Houston Astros,12,2,Los Angeles Dodgers,0.67,0.33
2026-05-06,2026-05-06 19:45:00+00:00,San Diego Padres,San Francisco Giants,5,1,San Diego Padres,0.51,0.49
2026-05-06,2026-05-06 20:07:00+00:00,Chicago White Sox,Los Angeles Angels,2,8,Los Angeles Angels,0.52,0.48
2026-05-06,2026-05-06 20:10:00+00:00,Atlanta Braves,Seattle Mariners,1,3,Seattle Mariners,0.46,0.54
2026-05-06,2026-05-06 22:40:00+00:00,Boston Red Sox,Detroit Tigers,4,0,Boston Red Sox,0.49,0.51
2026-05-06,2026-05-06 22:40:00+00:00,Baltimore Orioles,Miami Marlins,7,4,Baltimore Orioles,0.45,0.55
2026-05-06,2026-05-06 22:45:00+00:00,Minnesota Twins,Washington Nationals,2,15,Washington Nationals,0.53,0.47
2026-05-06,2026-05-06 23:05:00+00:00,Texas Rangers,New York Yankees,6,1,Texas Rangers,0.38,0.62
2026-05-06,2026-05-06 23:40:00+00:00,Cincinnati Reds,Chicago Cubs,6,7,Chicago Cubs,0.39,0.61
2026-05-06,2026-05-06 23:40:00+00:00,Cleveland Guardians,Kansas City Royals,3,1,Cleveland Guardians,0.45,0.55
2026-05-07,2026-05-07 16:35:00+00:00,Texas Rangers,New York Yankees,2,9,New York Yankees,0.42,0.58
2026-05-07,2026-05-07 17:05:00+00:00,Minnesota Twins,Washington Nationals,5,7,Washington Nationals,0.49,0.51
2026-05-07,2026-05-07 18:10:00+00:00,Cleveland Guardians,Kansas City Royals,8,5,Cleveland Guardians,0.44,0.56
2026-05-07,2026-05-07 18:20:00+00:00,Cincinnati Reds,Chicago Cubs,3,8,Chicago Cubs,0.36,0.64
2026-05-07,2026-05-07 22:40:00+00:00,Baltimore Orioles,Miami Marlins,3,4,Miami Marlins,0.46,0.54
2026-05-07,2026-05-07 23:10:00+00:00,Tampa Bay Rays,Boston Red Sox,8,4,Tampa Bay Rays,0.5,0.5
2026-05-08,2026-05-08 02:10:00+00:00,St. Louis Cardinals,San Diego Padres,2,1,St. Louis Cardinals,0.43,0.57
2026-05-08,2026-05-08 22:10:00+00:00,Houston Astros,Cincinnati Reds,10,0,Houston Astros,0.46,0.54
2026-05-08,2026-05-08 22:40:00+00:00,Colorado Rockies,Philadelphia Phillies,9,7,Colorado Rockies,0.34,0.66
2026-05-08,2026-05-08 23:07:00+00:00,Los Angeles Angels,Toronto Blue Jays,0,2,Toronto Blue Jays,0.42,0.58
