game_date,start_time_utc,away_team,home_team,away_score,home_score,winner,away_implied_win_prob,home_implied_win_prob
2026-07-22,2026-07-22 17:35:00+00:00,Baltimore Orioles,Boston Red Sox,3,6,Boston Red Sox,0.44,0.56
2026-07-22,2026-07-22 23:10:00+00:00,Baltimore Orioles,Boston Red Sox,5,1,Baltimore Orioles,0.47,0.53
2026-07-22,2026-07-22 18:10:00+00:00,San Francisco Giants,Kansas City Royals,4,5,Kansas City Royals,0.56,0.44
2026-07-22,2026-07-22 18:10:00+00:00,New York Mets,Milwaukee Brewers,3,4,Milwaukee Brewers,0.43,0.57
2026-07-22,2026-07-22 19:10:00+00:00,Washington Nationals,Colorado Rockies,8,0,Washington Nationals,0.57,0.43
2026-07-22,2026-07-22 19:40:00+00:00,Cincinnati Reds,Seattle Mariners,5,3,Cincinnati Reds,0.41,0.59
2026-07-22,2026-07-22 20:07:00+00:00,St. Louis Cardinals,Los Angeles Angels,1,0,St. Louis Cardinals,0.46,0.54
2026-07-22,2026-07-22 22:40:00+00:00,Minnesota Twins,Cleveland Guardians,10,6,Minnesota Twins,0.45,0.55
2026-07-22,2026-07-22 22:40:00+00:00,Los Angeles Dodgers,Philadelphia Phillies,9,5,Los Angeles Dodgers,0.54,0.46
2026-07-22,2026-07-22 23:07:00+00:00,Tampa Bay Rays,Toronto Blue Jays,4,2,Tampa Bay Rays,0.5,0.5
2026-07-22,2026-07-22 23:15:00+00:00,San Diego Padres,Atlanta Braves,6,7,Atlanta Braves,0.49,0.51
2026-07-23,2026-07-23 16:15:00+00:00,San Diego Padres,Atlanta Braves,5,6,Atlanta Braves,0.31,0.69
2026-07-23,2026-07-23 17:10:00+00:00,Minnesota Twins,Cleveland Guardians,3,1,Minnesota Twins,0.43,0.57
2026-07-23,2026-07-23 19:07:00+00:00,Tampa Bay Rays,Toronto Blue Jays,1,3,Toronto Blue Jays,0.52,0.48
2026-07-23,2026-07-23 22:40:00+00:00,Kansas City Royals,Detroit Tigers,3,4,Detroit Tigers,0.32,0.68
2026-07-24,2026-07-24 20:10:00+00:00,Colorado Rockies,Milwaukee Brewers,5,2,Colorado Rockies,0.3,0.7
2026-07-24,2026-07-24 22:40:00+00:00,Kansas City Royals,Detroit Tigers,1,2,Detroit Tigers,0.29,0.71
2026-07-24,2026-07-24 22:40:00+00:00,Chicago Cubs,Pittsburgh Pirates,3,2,Chicago Cubs,0.5,0.5
2026-07-24,2026-07-24 22:45:00+00:00,New York Yankees,Philadelphia Phillies,1,0,New York Yankees,0.45,0.55
2026-07-24,2026-07-24 23:05:00+00:00,Atlanta Braves,Baltimore Orioles,7,6,Atlanta Braves,0.47,0.53
2026-07-24,2026-07-24 23:10:00+00:00,Los Angeles Dodgers,New York Mets,4,2,Los Angeles Dodgers,0.55,0.45
2026-07-24,2026-07-24 23:10:00+00:00,Cleveland Guardians,Tampa Bay Rays,3,11,Tampa Bay Rays,0.45,0.55
2026-07-24,2026-07-24 23:10:00+00:00,San Diego Padres,Miami Marlins,4,2,San Diego Padres,0.46,0.54
2026-07-24,2026-07-24 23:15:00+00:00,Toronto Blue Jays,Boston Red Sox,4,6,Boston Red Sox,0.47,0.53
2026-07-24,2026-07-24 23:40:00+00:00,Houston Astros,Chicago White Sox,9,5,Houston Astros,0.45,0.55
2026-07-25,2026-07-25 00:05:00+00:00,Seattle Mariners,Texas Rangers,4,5,Texas Rangers,0.5,0.5
2026-07-25,2026-07-25 00:15:00+00:00,Cincinnati Reds,St. Louis Cardinals,4,2,Cincinnati Reds,0.48,0.52
2026-07-25,2026-07-25 02:15:00+00:00,Los Angeles Angels,San Francisco Giants,6,7,San Francisco Giants,0.47,0.53
2026-07-25,2026-07-25 17:10:00+00:00,Kansas City Royals,Detroit Tigers,3,2,Kansas City Royals,0.4,0.6
2026-07-25,2026-07-25 20:05:00+00:00,Los Angeles Angels,San Francisco Giants,2,9,San Francisco Giants,0.46,0.54
2026-07-25,2026-07-25 20:10:00+00:00,Toronto Blue Jays,Boston Red Sox,6,0,Toronto Blue Jays,0.5,0.5
2026-07-25,2026-07-25 20:10:00+00:00,San Diego Padres,Miami Marlins,7,2,San Diego Padres,0.45,0.55
2026-07-25,2026-07-25 22:05:00+00:00,New York Yankees,Philadelphia Phillies,3,1,New York Yankees,0.54,0.46
2026-07-25,2026-07-25 22:10:00+00:00,Cleveland Guardians,Tampa Bay Rays,0,3,Tampa Bay Rays,0.48,0.52
2026-07-25,2026-07-25 22:40:00+00:00,Chicago Cubs,Pittsburgh Pirates,11,0,Chicago Cubs,0.48,0.52
2026-07-25,2026-07-25 23:05:00+00:00,Atlanta Braves,Baltimore Orioles,2,3,Baltimore Orioles,0.5,0.5
2026-07-25,2026-07-25 23:10:00+00:00,Houston Astros,Chicago White Sox,4,1,Houston Astros,0.47,0.53
2026-07-25,2026-07-25 23:10:00+00:00,Colorado Rockies,Milwaukee Brewers,5,8,Milwaukee Brewers,0.32,0.68
2026-07-25,2026-07-25 23:15:00+00:00,Los Angeles Dodgers,New York Mets,4,3,Los Angeles Dodgers,0.6,0.4
2026-07-25,2026-07-25 23:15:00+00:00,Cincinnati Reds,St. Louis Cardinals,0,7,St. Louis Cardinals,0.51,0.49
2026-07-25,2026-07-25 23:15:00+00:00,Seattle Mariners,Texas Rangers,1,7,Texas Rangers,0.52,0.48
2026-07-26,2026-07-26 16:15:00+00:00,Cleveland Guardians,Tampa Bay Rays,0,1,Tampa Bay Rays,0.47,0.53
2026-07-26,2026-07-26 17:35:00+00:00,Chicago Cubs,Pittsburgh Pirates,7,8,Pittsburgh Pirates,0.46,0.54
2026-07-26,2026-07-26 17:35:00+00:00,Toronto Blue Jays,Boston Red Sox,1,6,Boston Red Sox,0.44,0.56
2026-07-26,2026-07-26 17:35:00+00:00,Atlanta Braves,Baltimore Orioles,3,2,Atlanta Braves,0.52,0.48
2026-07-26,2026-07-26 17:40:00+00:00,Kansas City Royals,Detroit Tigers,5,4,Kansas City Royals,0.37,0.63
2026-07-26,2026-07-26 17:40:00+00:00,Los Angeles Dodgers,New York Mets,3,8,New York Mets,0.59,0.41
2026-07-26,2026-07-26 17:40:00+00:00,San Diego Padres,Miami Marlins,5,3,San Diego Padres,0.47,0.53
2026-07-26,2026-07-26 18:10:00+00:00,Houston Astros,Chicago White Sox,3,12,Chicago White Sox,0.51,0.49
2026-07-26,2026-07-26 18:10:00+00:00,Colorado Rockies,Milwaukee Brewers,2,11,Milwaukee Brewers,0.24,0.76
2026-07-26,2026-07-26 18:15:00+00:00,Cincinnati Reds,St. Louis Cardinals,5,3,Cincinnati Reds,0.45,0.55
2026-07-26,2026-07-26 18:35:00+00:00,Seattle Mariners,Texas Rangers,6,4,Seattle Mariners,0.5,0.5
2026-07-26,2026-07-26 20:05:00+00:00,Los Angeles Angels,San Francisco Giants,4,3,Los Angeles Angels,0.52,0.48
2026-07-26,2026-07-26 23:20:00+00:00,New York Yankees,Philadelphia Phillies,4,11,Philadelphia Phillies,0.36,0.64
2026-07-27,2026-07-27 18:35:00+00:00,Seattle Mariners,Texas Rangers,3,7,Texas Rangers,0.56,0.44
2026-07-27,2026-07-27 22:40:00+00:00,Baltimore Orioles,Detroit Tigers,8,5,Baltimore Orioles,0.49,0.51
2026-07-27,2026-07-27 22:40:00+00:00,Philadelphia Phillies,Miami Marlins,7,8,Miami Marlins,0.64,0.36
2026-07-27,2026-07-27 22:45:00+00:00,Toronto Blue Jays,Washington Nationals,3,2,Toronto Blue Jays,0.47,0.53
2026-07-27,2026-07-27 23:10:00+00:00,Atlanta Braves,New York Mets,3,14,New York Mets,0.5,0.5
2026-07-27,2026-07-27 23:40:00+00:00,New York Yankees,Chicago White Sox,9,5,New York Yankees,0.58,0.42
2026-07-27,2026-07-27 23:45:00+00:00,Chicago Cubs,St. Louis Cardinals,7,3,Chicago Cubs,0.54,0.46
2026-07-28,2026-07-28 01:38:00+00:00,Houston Astros,Los Angeles Angels,6,4,Houston Astros,0.51,0.49
2026-07-28,2026-07-28 01:45:00+00:00,Milwaukee Brewers,San Francisco Giants,0,3,San Francisco Giants,0.56,0.44
2026-07-28,2026-07-28 17:40:00+00:00,Cleveland Guardians,Cincinnati Reds,6,5,Cleveland Guardians,0.55,0.45
2026-07-28,2026-07-28 23:10:00+00:00,Cleveland Guardians,Cincinnati Reds,0,2,Cincinnati Reds,0.58,0.42
2026-07-28,2026-07-28 22:40:00+00:00,Baltimore Orioles,Detroit Tigers,0,14,Detroit Tigers,0.43,0.57
2026-07-28,2026-07-28 22:40:00+00:00,Texas Rangers,Tampa Bay Rays,4,1,Texas Rangers,0.39,0.61
2026-07-28,2026-07-28 22:40:00+00:00,Philadelphia Phillies,Miami Marlins,0,1,Miami Marlins,0.46,0.54
2026-07-28,2026-07-28 22:45:00+00:00,Toronto Blue Jays,Washington Nationals,6,8,Washington Nationals,0.44,0.56
2026-07-28,2026-07-28 23:40:00+00:00,Kansas City Royals,Minnesota Twins,2,3,Minnesota Twins,0.38,0.62
2026-07-28,2026-07-28 23:40:00+00:00,New York Yankees,Chicago White Sox,3,2,New York Yankees,0.52,0.48
2026-07-28,2026-07-28 23:45:00+00:00,Chicago Cubs,St. Louis Cardinals,10,2,Chicago Cubs,0.51,0.49
2026-07-29,2026-07-29 01:38:00+00:00,Houston Astros,Los Angeles Angels,3,2,Houston Astros,0.52,0.48
2026-07-29,2026-07-29 01:40:00+00:00,Colorado Rockies,San Diego Padres,7,8,San Diego Padres,0.43,0.57
2026-07-29,2026-07-29 01:45:00+00:00,Milwaukee Brewers,San Francisco Giants,8,2,Milwaukee Brewers,0.53,0.47
2026-07-29,2026-07-29 02:10:00+00:00,Seattle Mariners,Los Angeles Dodgers,7,6,Seattle Mariners,0.42,0.58
2026-07-29,2026-07-29 16:10:00+00:00,Philadelphia Phillies,Miami Marlins,6,8,Miami Marlins,0.62,0.38
2026-07-29,2026-07-29 17:05:00+00:00,Toronto Blue Jays,Washington Nationals,5,2,Toronto Blue Jays,0.53,0.47
2026-07-29,2026-07-29 17:10:00+00:00,Baltimore Orioles,Detroit Tigers,10,9,Baltimore Orioles,0.38,0.62
2026-07-29,2026-07-29 17:10:00+00:00,Atlanta Braves,New York Mets,2,3,New York Mets,0.5,0.5
2026-07-29,2026-07-29 23:10:00+00:00,Atlanta Braves,New York Mets,1,0,Atlanta Braves,0.01,0.99
2026-07-29,2026-07-29 19:45:00+00:00,Milwaukee Brewers,San Francisco Giants,3,16,San Francisco Giants,0.5,0.5
2026-07-29,2026-07-29 20:10:00+00:00,Colorado Rockies,San Diego Padres,1,3,San Diego Padres,0.4,0.6
2026-07-29,2026-07-29 22:40:00+00:00,Texas Rangers,Tampa Bay Rays,0,3,Tampa Bay Rays,0.43,0.57
2026-07-29,2026-07-29 23:10:00+00:00,Cleveland Guardians,Cincinnati Reds,6,1,Cleveland Guardians,0.57,0.43
2026-07-29,2026-07-29 23:40:00+00:00,Kansas City Royals,Minnesota Twins,4,0,Kansas City Royals,0.36,0.64
2026-07-29,2026-07-29 23:40:00+00:00,New York Yankees,Chicago White Sox,5,6,Chicago White Sox,0.58,0.42
2026-07-29,2026-07-29 23:45:00+00:00,Chicago Cubs,St. Louis Cardinals,2,3,St. Louis Cardinals,0.5,0.5
2026-07-30,2026-07-30 02:10:00+00:00,Seattle Mariners,Los Angeles Dodgers,2,4,Los Angeles Dodgers,0.42,0.58
2026-07-30,2026-07-30 16:10:00+00:00,Texas Rangers,Tampa Bay Rays,2,3,Tampa Bay Rays,0.39,0.61
2026-07-30,2026-07-30 17:40:00+00:00,Kansas City Royals,Minnesota Twins,3,4,Minnesota Twins,0.45,0.55
2026-07-30,2026-07-30 18:10:00+00:00,New York Yankees,Chicago White Sox,1,2,Chicago White Sox,0.49,0.51
2026-07-30,2026-07-30 18:15:00+00:00,Chicago Cubs,St. Louis Cardinals,4,2,Chicago Cubs,0.49,0.51
2026-07-30,2026-07-30 23:10:00+00:00,Pittsburgh Pirates,Cincinnati Reds,2,3,Cincinnati Reds,0.53,0.47
2026-07-30,2026-07-30 23:10:00+00:00,Miami Marlins,New York Mets,2,4,New York Mets,0.47,0.53
2026-07-30,2026-07-30 23:15:00+00:00,Washington Nationals,Atlanta Braves,4,5,Atlanta Braves,0.42,0.58
2026-07-31,2026-07-31 01:40:00+00:00,San Francisco Giants,San Diego Padres,4,1,San Francisco Giants,0.44,0.56
2026-07-31,2026-07-31 18:20:00+00:00,New York Yankees,Chicago Cubs,2,0,New York Yankees,0.39,0.61
2026-07-31,2026-07-31 22:10:00+00:00,Pittsburgh Pirates,Cincinnati Reds,7,8,Cincinnati Reds,0.54,0.46
2026-07-31,2026-07-31 23:05:00+00:00,Philadelphia Phillies,Baltimore Orioles,4,6,Baltimore Orioles,0.49,0.51
2026-07-31,2026-07-31 23:07:00+00:00,St. Louis Cardinals,Toronto Blue Jays,1,3,Toronto Blue Jays,0.37,0.63
2026-07-31,2026-07-31 23:10:00+00:00,Chicago White Sox,Tampa Bay Rays,6,1,Chicago White Sox,0.45,0.55
2026-07-31,2026-07-31 23:10:00+00:00,Miami Marlins,New York Mets,5,2,Miami Marlins,0.48,0.52
2026-07-31,2026-07-31 23:15:00+00:00,Washington Nationals,Atlanta Braves,2,6,Atlanta Braves,0.48,0.52
2026-08-01,2026-08-01 00:15:00+00:00,Texas Rangers,Houston Astros,2,11,Houston Astros,0.54,0.46
2026-08-01,2026-08-01 00:40:00+00:00,Kansas City Royals,Colorado Rockies,1,3,Colorado Rockies,0.49,0.51
2026-08-01,2026-08-01 01:38:00+00:00,Milwaukee Brewers,Los Angeles Angels,6,2,Milwaukee Brewers,0.53,0.47
2026-08-01,2026-08-01 01:45:00+00:00,San Francisco Giants,San Diego Padres,0,7,San Diego Padres,0.45,0.55
2026-08-01,2026-08-01 02:10:00+00:00,Boston Red Sox,Los Angeles Dodgers,9,4,Boston Red Sox,0.41,0.59
2026-08-01,2026-08-01 02:10:00+00:00,Minnesota Twins,Seattle Mariners,5,3,Minnesota Twins,0.4,0.6
