game_date,start_time_utc,away_team,home_team,away_score,home_score,winner,away_implied_win_prob,home_implied_win_prob
2026-08-09,2026-08-09 20:10:00+00:00,Tampa Bay Rays,Seattle Mariners,4,1,Tampa Bay Rays,0.5,0.5
2026-08-10,2026-08-10 23:07:00+00:00,Boston Red Sox,Toronto Blue Jays,1,2,Toronto Blue Jays,0.6,0.4
2026-08-10,2026-08-10 23:15:00+00:00,New York Mets,Atlanta Braves,8,5,New York Mets,0.43,0.57
2026-08-10,2026-08-10 23:40:00+00:00,Baltimore Orioles,Minnesota Twins,5,9,Minnesota Twins,0.51,0.49
2026-08-10,2026-08-10 23:45:00+00:00,Philadelphia Phillies,St. Louis Cardinals,6,5,Philadelphia Phillies,0.53,0.47
2026-08-11,2026-08-11 01:38:00+00:00,Texas Rangers,Los Angeles Angels,4,1,Texas Rangers,0.6,0.4
2026-08-11,2026-08-11 01:40:00+00:00,Milwaukee Brewers,San Diego Padres,2,3,San Diego Padres,0.58,0.42
2026-08-11,2026-08-11 01:45:00+00:00,Houston Astros,San Francisco Giants,6,3,Houston Astros,0.64,0.36
2026-08-11,2026-08-11 02:10:00+00:00,Kansas City Royals,Los Angeles Dodgers,5,6,Los Angeles Dodgers,0.29,0.71
2026-08-11,2026-08-11 22:40:00+00:00,Cleveland Guardians,Detroit Tigers,4,6,Detroit Tigers,0.45,0.55
2026-08-11,2026-08-11 22:40:00+00:00,Pittsburgh Pirates,Miami Marlins,0,2,Miami Marlins,0.52,0.48
2026-08-11,2026-08-11 22:45:00+00:00,Chicago Cubs,Washington Nationals,8,6,Chicago Cubs,0.63,0.37
2026-08-11,2026-08-11 23:05:00+00:00,Seattle Mariners,New York Yankees,1,4,New York Yankees,0.45,0.55
2026-08-11,2026-08-11 23:07:00+00:00,Boston Red Sox,Toronto Blue Jays,3,5,Toronto Blue Jays,0.45,0.55
2026-08-11,2026-08-11 23:15:00+00:00,New York Mets,Atlanta Braves,0,4,Atlanta Braves,0.46,0.54
2026-08-11,2026-08-11 23:40:00+00:00,Baltimore Orioles,Minnesota Twins,5,2,Baltimore Orioles,0.49,0.51
2026-08-11,2026-08-11 23:40:00+00:00,Cincinnati Reds,Chicago White Sox,5,4,Cincinnati Reds,0.41,0.59
2026-08-11,2026-08-11 23:45:00+00:00,Philadelphia Phillies,St. Louis Cardinals,0,2,St. Louis Cardinals,0.61,0.39
2026-08-12,2026-08-12 01:38:00+00:00,Texas Rangers,Los Angeles Angels,2,3,Los Angeles Angels,0.57,0.43
2026-08-12,2026-08-12 01:40:00+00:00,Milwaukee Brewers,San Diego Padres,2,11,San Diego Padres,0.54,0.46
2026-08-12,2026-08-12 01:45:00+00:00,Houston Astros,San Francisco Giants,1,4,San Francisco Giants,0.53,0.47
2026-08-12,2026-08-12 02:10:00+00:00,Kansas City Royals,Los Angeles Dodgers,4,5,Los Angeles Dodgers,0.34,0.66
2026-08-12,2026-08-12 17:40:00+00:00,Baltimore Orioles,Minnesota Twins,5,7,Minnesota Twins,0.5,0.5
2026-08-12,2026-08-12 18:15:00+00:00,Philadelphia Phillies,St. Louis Cardinals,1,7,St. Louis Cardinals,0.61,0.39
2026-08-12,2026-08-12 19:45:00+00:00,Houston Astros,San Francisco Giants,2,1,Houston Astros,0.58,0.42
2026-08-12,2026-08-12 20:10:00+00:00,Milwaukee Brewers,San Diego Padres,3,4,San Diego Padres,0.53,0.47
2026-08-12,2026-08-12 22:40:00+00:00,Cleveland Guardians,Detroit Tigers,6,4,Cleveland Guardians,0.46,0.54
2026-08-12,2026-08-12 22:40:00+00:00,Pittsburgh Pirates,Miami Marlins,2,8,Miami Marlins,0.49,0.51
2026-08-12,2026-08-12 22:45:00+00:00,Chicago Cubs,Washington Nationals,12,6,Chicago Cubs,0.61,0.39
2026-08-12,2026-08-12 23:05:00+00:00,Seattle Mariners,New York Yankees,5,10,New York Yankees,0.45,0.55
2026-08-12,2026-08-12 23:07:00+00:00,Boston Red Sox,Toronto Blue Jays,4,6,Toronto Blue Jays,0.55,0.45
2026-08-12,2026-08-12 23:15:00+00:00,New York Mets,Atlanta Braves,3,6,Atlanta Braves,0.38,0.62
2026-08-12,2026-08-12 23:40:00+00:00,Cincinnati Reds,Chicago White Sox,0,5,Chicago White Sox,0.43,0.57
2026-08-13,2026-08-13 02:10:00+00:00,Texas Rangers,Los Angeles Angels,2,5,Los Angeles Angels,0.6,0.4
2026-08-13,2026-08-13 17:10:00+00:00,Cleveland Guardians,Detroit Tigers,0,3,Detroit Tigers,0.52,0.48
2026-08-13,2026-08-13 17:10:00+00:00,Cincinnati Reds,Chicago White Sox,9,8,Cincinnati Reds,0.45,0.55
2026-08-13,2026-08-13 17:10:00+00:00,Pittsburgh Pirates,Miami Marlins,13,1,Pittsburgh Pirates,0.54,0.46
2026-08-13,2026-08-13 17:35:00+00:00,Seattle Mariners,New York Yankees,1,0,Seattle Mariners,0.41,0.59
2026-08-13,2026-08-13 19:07:00+00:00,Boston Red Sox,Toronto Blue Jays,7,0,Boston Red Sox,0.58,0.42
2026-08-13,2026-08-13 20:05:00+00:00,Chicago Cubs,Washington Nationals,0,7,Washington Nationals,0.58,0.42
2026-08-13,2026-08-13 23:30:00+00:00,Philadelphia Phillies,Minnesota Twins,7,1,Philadelphia Phillies,0.5,0.5
2026-08-14,2026-08-14 02:10:00+00:00,Milwaukee Brewers,Los Angeles Dodgers,5,4,Milwaukee Brewers,0.39,0.61
2026-08-14,2026-08-14 18:20:00+00:00,St. Louis Cardinals,Chicago Cubs,0,3,Chicago Cubs,0.36,0.64
2026-08-14,2026-08-14 22:10:00+00:00,Miami Marlins,Cincinnati Reds,0,1,Cincinnati Reds,0.49,0.51
2026-08-14,2026-08-14 22:40:00+00:00,Boston Red Sox,Pittsburgh Pirates,4,8,Pittsburgh Pirates,0.53,0.47
2026-08-14,2026-08-14 22:40:00+00:00,Chicago White Sox,Detroit Tigers,9,5,Chicago White Sox,0.45,0.55
2026-08-14,2026-08-14 23:10:00+00:00,Washington Nationals,New York Mets,1,4,New York Mets,0.48,0.52
2026-08-14,2026-08-14 23:10:00+00:00,San Diego Padres,Cleveland Guardians,7,5,San Diego Padres,0.48,0.52
2026-08-14,2026-08-14 23:10:00+00:00,Baltimore Orioles,Tampa Bay Rays,6,5,Baltimore Orioles,0.4,0.6
2026-08-14,2026-08-14 23:15:00+00:00,New York Yankees,Toronto Blue Jays,1,3,Toronto Blue Jays,0.58,0.42
2026-08-15,2026-08-15 00:10:00+00:00,Seattle Mariners,Houston Astros,7,10,Houston Astros,0.47,0.53
2026-08-15,2026-08-15 01:38:00+00:00,Kansas City Royals,Los Angeles Angels,7,6,Kansas City Royals,0.43,0.57
2026-08-15,2026-08-15 02:10:00+00:00,Milwaukee Brewers,Los Angeles Dodgers,1,3,Los Angeles Dodgers,0.56,0.44
2026-08-15,2026-08-15 02:15:00+00:00,Colorado Rockies,San Francisco Giants,5,2,Colorado Rockies,0.38,0.62
2026-08-15,2026-08-15 17:10:00+00:00,Chicago White Sox,Detroit Tigers,4,3,Chicago White Sox,0.44,0.56
2026-08-15,2026-08-15 18:20:00+00:00,St. Louis Cardinals,Chicago Cubs,8,4,St. Louis Cardinals,0.37,0.63
2026-08-15,2026-08-15 19:07:00+00:00,New York Yankees,Toronto Blue Jays,1,4,Toronto Blue Jays,0.64,0.36
2026-08-15,2026-08-15 20:05:00+00:00,Colorado Rockies,San Francisco Giants,1,7,San Francisco Giants,0.4,0.6
2026-08-15,2026-08-15 20:10:00+00:00,Washington Nationals,New York Mets,4,5,New York Mets,0.45,0.55
2026-08-15,2026-08-15 22:10:00+00:00,Baltimore Orioles,Tampa Bay Rays,4,3,Baltimore Orioles,0.42,0.58
2026-08-15,2026-08-15 22:40:00+00:00,Miami Marlins,Cincinnati Reds,8,4,Miami Marlins,0.5,0.5
2026-08-15,2026-08-15 23:10:00+00:00,San Diego Padres,Cleveland Guardians,1,6,Cleveland Guardians,0.49,0.51
2026-08-15,2026-08-15 23:10:00+00:00,Seattle Mariners,Houston Astros,10,5,Seattle Mariners,0.47,0.53
2026-08-15,2026-08-15 23:10:00+00:00,Philadelphia Phillies,Minnesota Twins,9,1,Philadelphia Phillies,0.55,0.45
2026-08-15,2026-08-15 23:15:00+00:00,Boston Red Sox,Pittsburgh Pirates,4,0,Boston Red Sox,0.54,0.46
2026-08-15,2026-08-15 23:15:00+00:00,Milwaukee Brewers,Los Angeles Dodgers,4,1,Milwaukee Brewers,0.54,0.46
2026-08-16,2026-08-16 01:38:00+00:00,Kansas City Royals,Los Angeles Angels,0,1,Los Angeles Angels,0.54,0.46
2026-08-16,2026-08-16 16:15:00+00:00,Baltimore Orioles,Tampa Bay Rays,10,2,Baltimore Orioles,0.43,0.57
2026-08-16,2026-08-16 17:35:00+00:00,Boston Red Sox,Pittsburgh Pirates,3,8,Pittsburgh Pirates,0.53,0.47
2026-08-16,2026-08-16 17:37:00+00:00,New York Yankees,Toronto Blue Jays,4,3,New York Yankees,0.47,0.53
2026-08-16,2026-08-16 17:40:00+00:00,Washington Nationals,New York Mets,3,4,New York Mets,0.4,0.6
2026-08-16,2026-08-16 17:40:00+00:00,San Diego Padres,Cleveland Guardians,5,0,San Diego Padres,0.52,0.48
2026-08-16,2026-08-16 17:40:00+00:00,Chicago White Sox,Detroit Tigers,7,5,Chicago White Sox,0.49,0.51
2026-08-16,2026-08-16 17:40:00+00:00,Miami Marlins,Cincinnati Reds,7,1,Miami Marlins,0.54,0.46
2026-08-16,2026-08-16 18:10:00+00:00,Philadelphia Phillies,Minnesota Twins,7,5,Philadelphia Phillies,0.51,0.49
2026-08-16,2026-08-16 19:15:00+00:00,St. Louis Cardinals,Chicago Cubs,11,4,St. Louis Cardinals,0.38,0.62
2026-08-16,2026-08-16 20:05:00+00:00,Colorado Rockies,San Francisco Giants,13,7,Colorado Rockies,0.46,0.54
2026-08-16,2026-08-16 20:07:00+00:00,Kansas City Royals,Los Angeles Angels,3,0,Kansas City Royals,0.52,0.48
2026-08-16,2026-08-16 20:10:00+00:00,Milwaukee Brewers,Los Angeles Dodgers,6,2,Milwaukee Brewers,0.37,0.63
2026-08-16,2026-08-16 23:20:00+00:00,Seattle Mariners,Houston Astros,3,2,Seattle Mariners,0.47,0.53
2026-08-17,2026-08-17 17:40:00+00:00,St. Louis Cardinals,Cincinnati Reds,2,1,St. Louis Cardinals,0.54,0.46
2026-08-17,2026-08-17 22:40:00+00:00,St. Louis Cardinals,Cincinnati Reds,5,6,Cincinnati Reds,0.53,0.47
2026-08-17,2026-08-17 22:05:00+00:00,Baltimore Orioles,Tampa Bay Rays,6,7,Tampa Bay Rays,0.4,0.6
2026-08-17,2026-08-17 22:40:00+00:00,Miami Marlins,Philadelphia Phillies,5,6,Philadelphia Phillies,0.31,0.69
2026-08-17,2026-08-17 23:05:00+00:00,Detroit Tigers,Pittsburgh Pirates,8,5,Detroit Tigers,0.5,0.5
2026-08-17,2026-08-17 23:10:00+00:00,San Diego Padres,New York Mets,1,2,New York Mets,0.47,0.53
2026-08-17,2026-08-17 23:40:00+00:00,Atlanta Braves,Minnesota Twins,2,4,Minnesota Twins,0.56,0.44
2026-08-18,2026-08-18 00:05:00+00:00,Chicago White Sox,Chicago Cubs,5,7,Chicago Cubs,0.39,0.61
2026-08-18,2026-08-18 00:40:00+00:00,Los Angeles Dodgers,Colorado Rockies,11,5,Los Angeles Dodgers,0.62,0.38
2026-08-18,2026-08-18 22:35:00+00:00,New York Yankees,Baltimore Orioles,3,1,New York Yankees,0.52,0.48
2026-08-18,2026-08-18 22:40:00+00:00,Detroit Tigers,Pittsburgh Pirates,1,4,Pittsburgh Pirates,0.42,0.58
2026-08-18,2026-08-18 22:40:00+00:00,San Francisco Giants,Cleveland Guardians,1,8,Cleveland Guardians,0.36,0.64
2026-08-18,2026-08-18 22:40:00+00:00,St. Louis Cardinals,Cincinnati Reds,3,0,St. Louis Cardinals,0.53,0.47
2026-08-18,2026-08-18 22:40:00+00:00,Toronto Blue Jays,Tampa Bay Rays,10,5,Toronto Blue Jays,0.45,0.55
2026-08-18,2026-08-18 22:40:00+00:00,Miami Marlins,Philadelphia Phillies,4,6,Philadelphia Phillies,0.34,0.66
2026-08-18,2026-08-18 23:10:00+00:00,San Diego Padres,New York Mets,5,2,San Diego Padres,0.53,0.47
2026-08-18,2026-08-18 23:40:00+00:00,Atlanta Braves,Minnesota Twins,1,4,Minnesota Twins,0.58,0.42
2026-08-18,2026-08-18 23:40:00+00:00,Seattle Mariners,Milwaukee Brewers,0,22,Milwaukee Brewers,0.39,0.61
2026-08-19,2026-08-19 00:05:00+00:00,Washington Nationals,Texas Rangers,0,5,Texas Rangers,0.43,0.57
2026-08-19,2026-08-19 00:05:00+00:00,Chicago White Sox,Chicago Cubs,3,4,Chicago Cubs,0.4,0.6
2026-08-19,2026-08-19 00:10:00+00:00,Los Angeles Angels,Houston Astros,3,1,Los Angeles Angels,0.41,0.59
2026-08-19,2026-08-19 00:40:00+00:00,Los Angeles Dodgers,Colorado Rockies,7,6,Los Angeles Dodgers,0.63,0.37
